240	252	0
192	248	0
0	216	0
56	212	0
108	252	0
252	252	0
0	104	0
148	236	0
28	252	0
0	236	0
228	252	140
0	212	0
252	252	212
252	252	240
48	252	0
252	252	28
0	56	0
8	252	0
0	232	0
0	160	0
252	252	168
244	252	220
28	208	0
252	252	128
0	112	0
0	116	0
200	252	4
116	252	0
164	252	0
0	92	0
0	188	0
124	232	0
252	252	8
168	252	0
84	220	0
0	44	0
232	252	164
0	200	0
0	148	0
208	252	52
232	252	156
240	252	212
224	252	124
252	252	92
228	252	0
0	120	0
0	4	0
80	252	0
0	64	0
148	252	0
0	132	0
168	240	0
0	252	0
252	252	216
0	80	0
124	252	0
176	252	0
0	152	0
248	252	244
0	144	0
212	252	60
252	252	64
212	252	0
0	108	0
60	252	0
68	216	0
252	252	44
252	252	84
252	252	56
248	252	236
0	28	0
160	252	0
0	196	0
104	224	0
0	60	0
0	68	0
156	252	0
224	252	116
0	140	0
252	252	80
240	252	196
252	252	192
0	8	0
224	252	0
92	252	0
48	212	0
252	252	252
232	252	172
36	208	0
112	252	0
236	252	180
252	252	200
248	252	0
0	124	0
252	252	100
252	252	184
228	252	148
252	252	224
0	184	0
252	252	112
200	252	0
0	16	0
200	252	12
252	252	160
16	252	0
0	204	0
128	232	0
252	252	180
252	252	140
192	252	0
184	248	0
60	216	0
0	136	0
0	24	0
208	252	0
0	164	0
84	252	0
224	252	132
76	252	0
252	252	76
252	252	108
128	252	0
252	252	176
0	248	0
252	252	248
16	204	0
196	252	0
252	252	124
0	156	0
0	96	0
0	208	0
0	244	0
0	12	0
116	228	0
40	252	0
252	252	244
44	252	0
160	240	0
252	252	60
140	236	0
0	192	0
0	84	0
92	224	0
252	252	208
252	252	16
0	128	0
0	240	0
204	252	28
140	252	0
0	72	0
204	252	20
112	228	0
0	48	0
144	252	0
100	224	0
180	252	0
0	220	0
244	252	228
252	252	12
252	252	132
32	252	0
216	252	92
0	52	0
0	76	0
0	168	0
216	252	0
0	176	0
0	180	0
136	232	0
12	200	0
252	252	40
236	252	188
0	36	0
240	252	204
208	252	36
252	252	232
12	252	0
220	252	100
4	200	0
0	20	0
252	252	48
252	252	164
252	252	156
244	252	0
216	252	84
96	252	0
252	252	196
0	32	0
220	252	108
56	252	0
184	252	0
252	252	96
252	252	116
252	252	72
0	228	0
0	88	0
232	252	0
0	224	0
64	252	0
208	252	44
100	252	0
0	100	0
24	252	0
0	0	0
0	172	0
252	252	32
40	208	0
0	40	0
252	252	148
216	252	76
172	244	0
212	252	68
72	252	0
180	244	0
24	204	0
252	252	24
72	216	0
80	220	0
132	252	0
252	252	144
252	252	228
156	240	0
