30	181	58
158	35	135
234	15	107
86	89	89
112	35	66
234	237	53
214	206	163
204	196	124
226	158	214
247	196	216
239	196	158
255	198	30
170	117	63
247	127	0
40	40	33
137	79	191
28	206	40
0	160	135
234	175	15
153	186	221
214	206	73
191	198	209
252	140	153
206	0	124
244	237	124
206	209	198
96	33	68
237	122	158
145	163	153
255	183	119
191	91	0
242	186	216
117	178	221
244	124	0
91	71	35
0	107	91
0	51	91
0	122	94
244	219	170
181	170	89
209	0	132
188	135	135
0	56	107
252	173	175
255	119	168
102	86	188
155	196	226
86	99	20
0	201	147
89	96	168
178	168	181
99	48	94
140	204	211
0	63	135
147	153	5
206	216	209
140	130	153
224	7	71
102	124	114
211	165	201
86	107	33
127	40	79
229	76	124
0	193	181
237	229	173
165	221	226
214	219	224
201	232	221
102	137	204
0	153	124
155	163	183
0	63	73
209	160	204
255	127	30
232	221	17
209	206	221
165	160	214
209	209	198
153	112	91
155	175	196
229	0	153
216	214	183
0	56	168
107	112	43
216	204	209
168	153	140
204	45	48
175	30	45
127	186	0
186	124	188
140	96	193
147	0	66
244	219	96
196	198	206
104	30	91
0	91	191
196	211	221
84	188	0
198	209	214
206	137	140
239	209	201
89	51	68
153	135	20
158	40	40
43	76	63
165	191	170
0	163	209
114	132	112
175	114	193
76	40	15
155	79	150
226	211	214
124	99	22
252	206	135
255	147	56
122	56	45
122	211	193
242	175	193
196	0	140
216	221	206
153	140	124
112	206	226
196	15	137
181	204	142
124	109	99
209	45	51
119	45	107
0	107	63
96	84	43
135	117	48
255	204	73
147	15	165
244	63	165
147	122	204
196	153	119
244	71	107
45	198	214
155	109	198
249	201	163
249	175	173
132	226	168
0	38	84
155	48	28
191	186	175
244	132	196
170	173	117
249	94	89
244	84	124
0	155	170
84	183	198
153	142	7
35	58	45
226	219	170
204	191	142
0	160	196
102	89	76
119	150	178
58	117	196
249	132	142
153	140	10
94	102	58
168	206	226
170	147	10
232	237	96
170	114	191
252	117	142
173	160	122
0	135	137
229	198	170
0	96	86
244	204	216
232	17	45
252	191	201
0	48	94
117	170	219
0	102	99
201	173	216
252	112	186
0	178	122
117	38	61
43	12	86
119	145	130
91	2	122
0	158	96
170	186	10
0	127	204
91	135	114
211	158	175
249	137	114
142	140	122
122	30	153
0	135	114
0	158	73
255	214	145
109	51	33
247	73	2
63	40	147
170	142	10
0	127	130
173	178	193
221	219	209
137	119	186
122	38	56
114	22	107
198	127	7
249	186	130
117	71	96
193	142	96
249	155	12
124	33	30
0	137	119
211	209	170
178	170	112
183	0	142
181	175	160
124	28	81
71	43	89
247	201	198
140	0	76
33	61	48
0	142	214
229	191	198
216	137	155
96	221	73
91	191	33
0	114	114
43	33	71
0	124	102
214	175	214
181	140	10
214	2	112
48	68	181
61	142	51
244	204	170
173	155	12
249	99	2
12	48	38
158	79	165
249	178	183
249	229	38
102	30	43
0	114	198
224	33	158
224	221	188
216	28	63
163	168	163
25	33	104
145	51	56
25	94	71
206	163	211
229	211	204
150	170	153
255	160	191
0	130	112
86	201	193
242	132	17
252	165	119
224	66	81
229	196	214
209	191	145
175	35	165
84	71	45
252	135	68
252	102	117
25	56	51
155	0	112
221	214	155
102	109	112
244	226	135
150	99	196
216	219	204
160	81	117
188	79	7
249	186	170
209	204	191
38	104	109
109	96	2
249	58	43
239	232	173
255	188	33
232	214	209
158	124	10
214	96	109
175	186	178
252	94	114
181	232	191
119	124	79
2	73	48
193	181	165
170	219	198
160	79	17
242	209	61
0	89	81
226	214	124
51	40	117
163	127	20
224	209	198
214	214	12
219	224	107
255	0	147
165	107	109
204	175	155
249	224	112
216	140	2
249	107	7
0	40	104
96	96	91
163	68	2
204	12	0
219	130	140
196	183	150
229	5	58
109	33	63
86	12	112
81	30	38
63	96	117
209	91	5
175	160	12
237	226	17
232	165	175
112	30	114
35	79	51
173	175	170
109	40	170
242	198	196
249	175	211
191	209	229
112	25	61
175	191	173
0	160	186
247	209	204
102	0	140
94	130	163
234	107	191
163	175	7
244	191	209
15	43	91
196	186	0
160	48	51
0	132	201
132	33	107
249	224	140
186	224	224
81	191	226
247	232	89
242	234	135
0	170	204
102	17	109
140	145	79
96	94	79
10	12	17
0	84	160
211	107	198
249	191	158
196	30	58
140	38	51
96	45	89
86	170	28
193	56	40
155	219	193
237	211	181
165	5	68
242	237	158
0	188	226
252	173	86
252	7	79
244	209	175
94	153	170
130	198	226
160	219	142
112	112	20
147	107	127
40	196	216
84	119	48
249	142	153
209	216	216
0	68	84
232	221	33
96	76	17
242	191	73
221	204	107
181	155	12
221	198	196
58	73	114
226	188	183
58	119	40
163	193	173
96	198	89
84	35	68
188	219	204
0	153	119
0	158	160
196	206	191
91	25	94
181	147	155
132	119	17
247	2	124
140	68	0
226	229	132
0	51	127
175	117	5
226	219	114
130	127	119
68	30	28
216	30	5
142	35	68
183	204	219
249	114	66
191	147	204
76	206	209
73	76	73
214	232	15
198	96	5
209	198	181
204	198	147
191	0	140
229	198	219
181	209	232
20	33	61
0	153	135
63	63	56
237	206	198
112	66	20
0	38	73
0	109	102
175	170	163
0	181	214
201	214	163
188	173	117
219	206	165
221	79	5
224	170	186
127	160	140
181	145	209
96	175	221
181	181	142
153	96	7
33	84	63
244	237	71
102	147	188
0	178	160
137	142	140
232	127	201
232	232	155
229	219	186
38	81	66
0	61	107
237	40	147
38	102	89
237	211	188
168	12	53
252	216	86
73	89	40
206	17	38
91	45	40
127	188	170
237	196	221
216	173	168
242	209	191
96	124	140
122	91	17
186	175	211
224	234	104
99	56	38
43	38	91
96	145	145
188	109	10
249	142	109
158	84	10
242	173	178
178	216	216
0	86	63
132	73	73
122	209	181
102	86	20
127	140	191
239	178	45
214	216	211
79	0	147
219	40	165
122	168	145
140	224	209
135	137	5
234	79	0
239	181	160
0	81	186
232	117	17
234	170	122
249	226	127
150	147	142
124	33	40
0	130	114
